full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
paling juga yang ngajuin pingin dapet jabatan. kan masih anak presiden. sesudah pelantikan presiden dan wakil jadi adiknya wapres. lumayan kan dpt jatah?!  ,paling juga yang ngajuin pingin dapet jabatan. kan masih anak presiden. sesudah pelantikan presiden dan wakil jadi adiknya wapres. lumayan kan dpt jatah?!  ,paling juga yang ngajuin pingin dapet jabatan kan masih anak presiden sesudah pelantikan presiden dan wakil jadi adiknya wapres lumayan kan dpt jatah?!,"['paling', 'juga', 'yang', 'ngajuin', 'pingin', 'dapet', 'jabatan', 'kan', 'masih', 'anak', 'presiden', 'sesudah', 'pelantikan', 'presiden', 'dan', 'wakil', 'jadi', 'adiknya', 'wapres', 'lumayan', 'kan', 'dpt', 'jatah', '?', '!']","['paling', 'juga', 'yang', 'ngajuin', 'pingin', 'dapet', 'jabatan', 'kan', 'masih', 'anak', 'presiden', 'sesudah', 'pelantikan', 'presiden', 'dan', 'wakil', 'jadi', 'adiknya', 'wapres', 'lumayan', 'kan', 'dpt', 'jatah', '?', '!']",,paling juga yang ngajuin pingin dapet jabatan kan masih anak presiden sesudah pelantikan presiden dan wakil jadi adiknya wapres lumayan kan dpt jatah ? !,"At the very least, those who are applying to get the position are still the president's children after the inauguration of the president and the deputy being the vice president's younger brother, isn't it good to get a slot? !",0.37333333333333335,0.16166666666666665,positif,1
@MJOEJOEF @PngAdilnR4kyt Ambil langkah yg emosional semua ahli sudah banyak bicara tentang kekacauan negeri ini maka lengserkan segera dan tolak pelantikan produk keberlanjutan bentuk pemerintahan darurat angkat pa Gatot N jadi presiden semntara otomatis semua tuntas format ulang negeri ini!!! ,@mjoejoef @pngadilnr4kyt ambil langkah yg emosional semua ahli sudah banyak bicara tentang kekacauan negeri ini maka lengserkan segera dan tolak pelantikan produk keberlanjutan bentuk pemerintahan darurat angkat pa gatot n jadi presiden semntara otomatis semua tuntas format ulang negeri ini!!! ,ambil langkah yg emosional semua ahli sudah banyak bicara tentang kekacauan negeri ini maka lengserkan segera dan tolak pelantikan produk keberlanjutan bentuk pemerintahan darurat angkat pa gatot jadi presiden semntara otomatis semua tuntas format ulang negeri ini!,"['ambil', 'langkah', 'yg', 'emosional', 'semua', 'ahli', 'sudah', 'banyak', 'bicara', 'tentang', 'kekacauan', 'negeri', 'ini', 'maka', 'lengserkan', 'segera', 'dan', 'tolak', 'pelantikan', 'produk', 'keberlanjutan', 'bentuk', 'pemerintahan', 'darurat', 'angkat', 'pa', 'gatot', 'jadi', 'presiden', 'semntara', 'otomatis', 'semua', 'tuntas', 'format', 'ulang', 'negeri', 'ini', '!']","['ambil', 'langkah', 'yg', 'emosional', 'semua', 'ahli', 'sudah', 'banyak', 'bicara', 'tentang', 'kekacauan', 'negeri', 'ini', 'maka', 'lengserkan', 'segera', 'dan', 'tolak', 'pelantikan', 'produk', 'keberlanjutan', 'bentuk', 'pemerintahan', 'darurat', 'angkat', 'pa', 'gatot', 'jadi', 'presiden', 'semntara', 'otomatis', 'semua', 'tuntas', 'format', 'ulang', 'negeri', 'ini', '!']",,ambil langkah yg emosional semua ahli sudah banyak bicara tentang kekacauan negeri ini maka lengserkan segera dan tolak pelantikan produk keberlanjutan bentuk pemerintahan darurat angkat pa gatot jadi presiden semntara otomatis semua tuntas format ulang negeri ini !,"take emotional steps, all the experts have talked a lot about the chaos in this country, so remove him immediately and refuse the inauguration of a sustainable product, form an emergency government, appoint Pa Gatot as temporary president, automatically everything will completely reformat this country!",0.525,0.0625,positif,1
Tunda aja dulu setelah pelantikan presiden baru..sementara kan bisa buat pjs..msh gak jera jg pembentukan pejabar KPK ditangan jkw?? ,tunda aja dulu setelah pelantikan presiden baru..sementara kan bisa buat pjs..msh gak jera jg pembentukan pejabar kpk ditangan jkw?? ,tunda aja dulu setelah pelantikan presiden baru sementara kan bisa buat pjs msh gak jera jg pembentukan pejabar kpk ditangan jkw??,"['tunda', 'aja', 'dulu', 'setelah', 'pelantikan', 'presiden', 'baru', 'sementara', 'kan', 'bisa', 'buat', 'pjs', 'msh', 'gak', 'jera', 'jg', 'pembentukan', 'pejabar', 'kpk', 'ditangan', 'jkw', '?', '?']","['tunda', 'aja', 'dulu', 'setelah', 'pelantikan', 'presiden', 'baru', 'sementara', 'kan', 'bisa', 'buat', 'pjs', 'msh', 'gak', 'jera', 'jg', 'pembentukan', 'pejabar', 'kpk', 'ditangan', 'jkw', '?', '?']",,tunda aja dulu setelah pelantikan presiden baru sementara kan bisa buat pjs msh gak jera jg pembentukan pejabar kpk ditangan jkw ? ?,"Just postpone it after the inauguration of the new president for a while, right? Can you make PJS and still not be deterred by the formation of KPK officials in JKW's hands? ?",0.4951298701298701,0.21103896103896103,positif,1
Nggak usah dilengserkan nanti lengser sendiri tinggal tunggu 5 bulan lagi pelantikan presiden baru ,nggak usah dilengserkan nanti lengser sendiri tinggal tunggu 5 bulan lagi pelantikan presiden baru ,nggak usah dilengserkan nanti lengser sendiri tinggal tunggu bulan lagi pelantikan presiden baru,"['nggak', 'usah', 'dilengserkan', 'nanti', 'lengser', 'sendiri', 'tinggal', 'tunggu', 'bulan', 'lagi', 'pelantikan', 'presiden', 'baru']","['nggak_usah', 'dilengserkan', 'nanti', 'lengser', 'sendiri', 'tinggal', 'tunggu', 'bulan', 'lagi', 'pelantikan', 'presiden', 'baru']","[(['nggak', 'usah'], 'nggak_usah'), (['usah', 'dilengserkan'], 'dilengserkan'), (['dilengserkan', 'nanti'], 'nanti'), (['nanti', 'lengser'], 'lengser'), (['lengser', 'sendiri'], 'sendiri'), (['sendiri', 'tinggal'], 'tinggal'), (['tinggal', 'tunggu'], 'tunggu'), (['tunggu', 'bulan'], 'bulan'), (['bulan', 'lagi'], 'lagi'), (['lagi', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'baru'], 'baru')]",nggak_usah dilengserkan nanti lengser sendiri tinggal tunggu bulan lagi pelantikan presiden baru,"There's no need to remove him, he'll step down himself, just wait another month for the inauguration of the new president",0.3717171717171717,-0.009595959595959616,negatif,0
 Prabowo-Gibran Batal Dilantik oleh MPR Ketua MPR Bambang Soesatyo mengatakan pelantikan presiden dan wakil presiden terpilih sulit untuk dijegal karena tahapan Pemilu 2024 sudah selesai.  , prabowo-gibran batal dilantik oleh mpr ketua mpr bambang soesatyo mengatakan pelantikan presiden dan wakil presiden terpilih sulit untuk dijegal karena tahapan pemilu 2024 sudah selesai.  ,prabowo gibran batal dilantik oleh mpr ketua mpr bambang soesatyo mengatakan pelantikan presiden dan wakil presiden terpilih sulit untuk dijegal karena tahapan pemilu sudah selesai,"['prabowo', 'gibran', 'batal', 'dilantik', 'oleh', 'mpr', 'ketua', 'mpr', 'bambang', 'soesatyo', 'mengatakan', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'sulit', 'untuk', 'dijegal', 'karena', 'tahapan', 'pemilu', 'sudah', 'selesai']","['prabowo', 'gibran', 'batal', 'dilantik', 'oleh', 'mpr', 'ketua', 'mpr', 'bambang', 'soesatyo', 'mengatakan', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'sulit', 'untuk', 'dijegal', 'karena', 'tahapan', 'pemilu', 'sudah', 'selesai']",,prabowo gibran batal dilantik oleh mpr ketua mpr bambang soesatyo mengatakan pelantikan presiden dan wakil presiden terpilih sulit untuk dijegal karena tahapan pemilu sudah selesai,Prabowo Gibran cancels inauguration by MPR Chairman of the MPR Bambang Soesatyo says the inauguration of the elected president and vice president is difficult to prevent because the election stages have already been completed,1.0,-0.5,negatif,0
Jangan sampai ada pihak-2 yang mau menggagalkan jalannya pelantikan Presiden ke-8 Prabowo biaya kerugiannya sangat besar rakyat pula yang menanggungnya ,jangan sampai ada pihak-2 yang mau menggagalkan jalannya pelantikan presiden ke-8 prabowo biaya kerugiannya sangat besar rakyat pula yang menanggungnya ,jangan sampai ada pihak yang mau menggagalkan jalannya pelantikan presiden ke prabowo biaya kerugiannya sangat besar rakyat pula yang menanggungnya,"['jangan', 'sampai', 'ada', 'pihak', 'yang', 'mau', 'menggagalkan', 'jalannya', 'pelantikan', 'presiden', 'ke', 'prabowo', 'biaya', 'kerugiannya', 'sangat', 'besar', 'rakyat', 'pula', 'yang', 'menanggungnya']","['jangan_sampai', 'ada', 'pihak', 'yang', 'mau', 'menggagalkan', 'jalannya', 'pelantikan', 'presiden', 'ke', 'prabowo', 'biaya', 'kerugiannya', 'sangat', 'besar', 'rakyat', 'pula', 'yang', 'menanggungnya']","[(['jangan', 'sampai'], 'jangan_sampai'), (['sampai', 'ada'], 'ada'), (['ada', 'pihak'], 'pihak'), (['pihak', 'yang'], 'yang'), (['yang', 'mau'], 'mau'), (['mau', 'menggagalkan'], 'menggagalkan'), (['menggagalkan', 'jalannya'], 'jalannya'), (['jalannya', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'ke'], 'ke'), (['ke', 'prabowo'], 'prabowo'), (['prabowo', 'biaya'], 'biaya'), (['biaya', 'kerugiannya'], 'kerugiannya'), (['kerugiannya', 'sangat'], 'sangat'), (['sangat', 'besar'], 'besar'), (['besar', 'rakyat'], 'rakyat'), (['rakyat', 'pula'], 'pula'), (['pula', 'yang'], 'yang'), (['yang', 'menanggungnya'], 'menanggungnya')]",jangan_sampai ada pihak yang mau menggagalkan jalannya pelantikan presiden ke prabowo biaya kerugiannya sangat besar rakyat pula yang menanggungnya,"Don't let anyone who wants to thwart Prabowo's presidential inauguration, the costs of the losses will be huge, the people will bear it",0.5,0.30000000000000004,positif,1
Anies dan Ganjar Diminta Tiru Prabowo Hadiri Pelantikan Presiden meski Kalah di Pilpres  ,anies dan ganjar diminta tiru prabowo hadiri pelantikan presiden meski kalah di pilpres  ,anies dan ganjar diminta tiru prabowo hadiri pelantikan presiden meski kalah di pilpres,"['anies', 'dan', 'ganjar', 'diminta', 'tiru', 'prabowo', 'hadiri', 'pelantikan', 'presiden', 'meski', 'kalah', 'di', 'pilpres']","['anies', 'dan', 'ganjar', 'diminta', 'tiru', 'prabowo', 'hadiri', 'pelantikan', 'presiden', 'meski', 'kalah', 'di', 'pilpres']",,anies dan ganjar diminta tiru prabowo hadiri pelantikan presiden meski kalah di pilpres,Anies and Gangar were asked to emulate Prabowo in attending the presidential inauguration even though they lost the presidential election,0.0,0.0,netral,2
@kegblgnunfaedh 6 bulan berati kira setelah pelantikan presiden baru dpt yah ,@kegblgnunfaedh 6 bulan berati kira setelah pelantikan presiden baru dpt yah ,bulan berati kira setelah pelantikan presiden baru dpt yah,"['bulan', 'berati', 'kira', 'setelah', 'pelantikan', 'presiden', 'baru', 'dpt', 'yah']","['bulan', 'berati', 'kira', 'setelah', 'pelantikan', 'presiden', 'baru', 'dpt', 'yah']",,bulan berati kira setelah pelantikan presiden baru dpt yah,It's about a month after the inauguration of the new president,0.45454545454545453,0.13636363636363635,positif,1
@geloraco Ah 10 tahun yang lalu sebelum pelantikan presiden lama juga gini ternyata masih gini gini aja ,@geloraco ah 10 tahun yang lalu sebelum pelantikan presiden lama juga gini ternyata masih gini gini aja ,ah tahun yang lalu sebelum pelantikan presiden lama juga gini ternyata masih gini gini aja,"['ah', 'tahun', 'yang', 'lalu', 'sebelum', 'pelantikan', 'presiden', 'lama', 'juga', 'gini', 'ternyata', 'masih', 'gini', 'gini', 'aja']","['ah', 'tahun', 'yang', 'lalu', 'sebelum', 'pelantikan', 'presiden', 'lama', 'juga', 'gini', 'ternyata', 'masih', 'gini', 'gini', 'aja']",,ah tahun yang lalu sebelum pelantikan presiden lama juga gini ternyata masih gini gini aja,"Ah, last year before the inauguration of the old president it was still like this",0.13333333333333333,0.05,positif,1
Apalagi setelah pelantikan Presiden ke-8 RI 20 Oktober 2024 mendatang. ,apalagi setelah pelantikan presiden ke-8 ri 20 oktober 2024 mendatang. ,apalagi setelah pelantikan presiden ke ri oktober mendatang,"['apalagi', 'setelah', 'pelantikan', 'presiden', 'ke', 'ri', 'oktober', 'mendatang']","['apalagi', 'setelah', 'pelantikan', 'presiden', 'ke', 'ri', 'oktober', 'mendatang']",,apalagi setelah pelantikan presiden ke ri oktober mendatang,especially after the presidential inauguration in October,1.0,0.0,netral,2
@miesoobari Biar ga bentrok ama pelantikan presiden baru kali semuanya keluar agustus ,@miesoobari biar ga bentrok ama pelantikan presiden baru kali semuanya keluar agustus ,biar ga bentrok ama pelantikan presiden baru kali semuanya keluar agustus,"['biar', 'ga', 'bentrok', 'ama', 'pelantikan', 'presiden', 'baru', 'kali', 'semuanya', 'keluar', 'agustus']","['biar', 'ga_bentrok', 'ama', 'pelantikan', 'presiden', 'baru', 'kali', 'semuanya', 'keluar', 'agustus']","[(['ga', 'bentrok'], 'ga_bentrok'), (['bentrok', 'ama'], 'ama'), (['ama', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'baru'], 'baru'), (['baru', 'kali'], 'kali'), (['kali', 'semuanya'], 'semuanya'), (['semuanya', 'keluar'], 'keluar'), (['keluar', 'agustus'], 'agustus')]",biar ga_bentrok ama pelantikan presiden baru kali semuanya keluar agustus,"so that it doesn't clash with the inauguration of the new president, everything will come out in August",0.45454545454545453,0.13636363636363635,positif,1
@tvOneNews Selama Periode 2024-2029 apakah akan terjadi 2x pelantikan presiden? Tidak layak utk ditunggu. ,@tvonenews selama periode 2024-2029 apakah akan terjadi 2x pelantikan presiden? tidak layak utk ditunggu. ,selama periode apakah akan terjadi x pelantikan presiden? tidak layak utk ditunggu,"['selama', 'periode', 'apakah', 'akan', 'terjadi', 'x', 'pelantikan', 'presiden', '?', 'tidak', 'layak', 'utk', 'ditunggu']","['selama', 'periode', 'apakah', 'akan', 'terjadi', 'x', 'pelantikan', 'presiden', '?', 'tidak_layak', 'utk', 'ditunggu']","[(['tidak', 'layak'], 'tidak_layak'), (['layak', 'utk'], 'utk'), (['utk', 'ditunggu'], 'ditunggu')]",selama periode apakah akan terjadi x pelantikan presiden ? tidak_layak utk ditunggu,During what period will there be x presidential inaugurations? not worth the wait,0.1,-0.15,negatif,0
Prabowo Ungkap Pesan Jokowi soal Banyak Titipan Menjelang Pelantikan Presiden,prabowo ungkap pesan jokowi soal banyak titipan menjelang pelantikan presiden,prabowo ungkap pesan jokowi soal banyak titipan menjelang pelantikan presiden,"['prabowo', 'ungkap', 'pesan', 'jokowi', 'soal', 'banyak', 'titipan', 'menjelang', 'pelantikan', 'presiden']","['prabowo', 'ungkap', 'pesan', 'jokowi', 'soal', 'banyak', 'titipan', 'menjelang', 'pelantikan', 'presiden']",,prabowo ungkap pesan jokowi soal banyak titipan menjelang pelantikan presiden,Prabowo revealed Jokowi's message about the many deposits ahead of the presidential inauguration,0.5,0.5,positif,1
Upaya PDIP untuk Jegal Pelantikan Prabowo-Gibran Lewat PTUN Dianggap Terlambat Yusril  Kami Siap Beri Perlawanan,upaya pdip untuk jegal pelantikan prabowo-gibran lewat ptun dianggap terlambat yusril  kami siap beri perlawanan,upaya pdip untuk jegal pelantikan prabowo gibran lewat ptun dianggap terlambat yusril kami siap beri perlawanan,"['upaya', 'pdip', 'untuk', 'jegal', 'pelantikan', 'prabowo', 'gibran', 'lewat', 'ptun', 'dianggap', 'terlambat', 'yusril', 'kami', 'siap', 'beri', 'perlawanan']","['upaya', 'pdip', 'untuk', 'jegal', 'pelantikan', 'prabowo', 'gibran', 'lewat', 'ptun', 'dianggap', 'terlambat', 'yusril', 'kami', 'siap', 'beri', 'perlawanan']",,upaya pdip untuk jegal pelantikan prabowo gibran lewat ptun dianggap terlambat yusril kami siap beri perlawanan,"Pdip's attempt to thwart Prabowo Gibran's inauguration via Ptun is considered too late. Yusril, we are ready to fight back",0.3666666666666667,-0.033333333333333326,negatif,0
 Gpp 6 bulan lagi pas pelantikan Presiden baru yang digadang-gadang semua gratis. Hidup kita udh terjamin oleh negara.  , gpp 6 bulan lagi pas pelantikan presiden baru yang digadang-gadang semua gratis. hidup kita udh terjamin oleh negara.  ,gpp bulan lagi pas pelantikan presiden baru yang digadang gadang semua gratis hidup kita udh terjamin oleh negara,"['gpp', 'bulan', 'lagi', 'pas', 'pelantikan', 'presiden', 'baru', 'yang', 'digadang', 'gadang', 'semua', 'gratis', 'hidup', 'kita', 'udh', 'terjamin', 'oleh', 'negara']","['gpp', 'bulan', 'lagi', 'pas', 'pelantikan', 'presiden', 'baru', 'yang', 'digadang', 'gadang', 'semua', 'gratis', 'hidup', 'kita', 'udh', 'terjamin', 'oleh', 'negara']",,gpp bulan lagi pas pelantikan presiden baru yang digadang gadang semua gratis hidup kita udh terjamin oleh negara,"It's not a month until the inauguration of the new president who is predicted to be free, our lives are guaranteed by the state",0.6272727272727273,0.2681818181818182,positif,1
 Prabowo hadir pada pelantikan Presiden mesti kalah karena bermaksud minta jatah menteri apa Anis dan Ganjar menghadiri pelantikan Presiden akan diberi juga jabatan Menteri? , prabowo hadir pada pelantikan presiden mesti kalah karena bermaksud minta jatah menteri apa anis dan ganjar menghadiri pelantikan presiden akan diberi juga jabatan menteri? ,prabowo hadir pada pelantikan presiden mesti kalah karena bermaksud minta jatah menteri apa anis dan ganjar menghadiri pelantikan presiden akan diberi juga jabatan menteri?,"['prabowo', 'hadir', 'pada', 'pelantikan', 'presiden', 'mesti', 'kalah', 'karena', 'bermaksud', 'minta', 'jatah', 'menteri', 'apa', 'anis', 'dan', 'ganjar', 'menghadiri', 'pelantikan', 'presiden', 'akan', 'diberi', 'juga', 'jabatan', 'menteri', '?']","['prabowo', 'hadir', 'pada', 'pelantikan', 'presiden', 'mesti', 'kalah', 'karena', 'bermaksud', 'minta', 'jatah', 'menteri', 'apa', 'anis', 'dan', 'ganjar', 'menghadiri', 'pelantikan', 'presiden', 'akan', 'diberi', 'juga', 'jabatan', 'menteri', '?']",,prabowo hadir pada pelantikan presiden mesti kalah karena bermaksud minta jatah menteri apa anis dan ganjar menghadiri pelantikan presiden akan diberi juga jabatan menteri ?,Prabowo attending the presidential inauguration must lose because he intended to ask for a ministerial position. Will Anis and Gangar attend the presidential inauguration and also be given ministerial positions?,0.0,0.0,netral,2
